text,category,source,origin
"Forest dept wants Rs 500 crore for rail track fencing, gets Rs 100 crore",Fencing,2023-09-18,news_dataset
Penn Athletics Mourns The Passing of Michael Gavin C'26 ...,Athletics,2023-10-17,news_dataset
IFHA Conference To Focus On Safeguarding Equine Welfare ...,Horse Racing,2023-09-21,news_dataset
NBA Cup faces pressure to terminate its partnership with Emirates over UAE’s alleged role in Sudan crisis,Sports,CNN,sports_politics_data
West Coast's Steve Soper on 'special' Lochore Cup win and why ...,Rugby,2023-11-12,news_dataset
‘We were naive and nerdy. No one cared about us’: how American Football became indie legends against the odds,American Football,2023-10-13,news_dataset
Mike McDaniel started as an intern with the Denver Broncos – now he is the mastermind behind the NFL’s most exciting offense,American Football,2023-11-25,news_dataset
Live Horse Racing Today: TV and Streaming - October 28,Horse Racing,2023-11-01,news_dataset
NFL coaches have it all wrong when it comes to overtime – or why Sean McDermott’s final big choice might’ve cost him his job,Sports,CNN,sports_politics_data
What These 10 Wrestlers Looked Like During Their TNA Impact ...,Wrestling,2023-09-22,news_dataset
Solan News: आईपीएससी छात्रा बैडमिंटन प्रतियोगिता आज से,Badminton,2023-09-25,news_dataset
UCLA Baseball: Experts Consider Incoming Bruins Recruits Best In ...,Baseball,2023-10-14,news_dataset
Rugby World Cup: New Zealand gift bench to city of Lyon,Rugby,2023-09-29,news_dataset
Mountain Gazette Giving Away Luxurious Island Lake Cat Skiing ...,Skiing,2023-11-09,news_dataset
Cris Cyborg & Claressa Shields Entertain MMA vs. Boxing Super Fight,MMA,2023-11-18,news_dataset
"Fighting off rape bid, BCom student kills br...",Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Weekly Notes | Holy Cross Football at Army,Football,2023-11-11,news_dataset
PH tankers remain medal-less after Day 4 of Asiad swimming,Swimming,2023-09-27,news_dataset
MMA to present exhibit of Picasso landscapes,MMA,2023-09-26,news_dataset
Truls Möregårdh: Sweden's rising table tennis star living out a ...,Table Tennis,2023-09-18,news_dataset
Flag football: The NFL's future from the USA to Vietnam,American Football,2023-09-26,news_dataset
How to avoid back pain and lower back injuries while playing golf,Golf,2023-10-28,news_dataset
Wenty's Iconic Dolphin Returns to Wentworthville Swim Centre,Swimming,2023-10-05,news_dataset
How this amateur women’s soccer team plans to keep advocating and go pro,Sports,CNN,sports_politics_data
Army WCAP wrestlers eye 2024 Olympics after Pan American ...,Wrestling,2023-11-16,news_dataset
Pete bemoans serve and volley demise,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
"Deepika Kumari: A Mother's Grace, An Archer's Grit",Archery,2023-11-07,news_dataset
Gymnastics Announces Three Signings,Gymnastics,2023-11-18,news_dataset
Sehwag applies for Team India head coach position,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Amateur outlasts pros for massive payday at ‘One Point Slam’ ahead of Australian Open,Sports,CNN,sports_politics_data
New Zealand aim to reclaim trophy in second ODI,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
GCN Stat Attack: Is Il Lombardia the worst of cycling's Monuments?,Cycling,2023-10-12,news_dataset
How Fiji’s historic Rugby World Cup victory left Australia facing the prospect of early elimination,Rugby,2023-09-26,news_dataset
McLaren struggle as Ferrari set test pace,Sports,https://www.bbc.com/sport,historical_timeline_sports
"Mams hosts boxing tournament to fight crime, substance abuse",Boxing,2023-11-03,news_dataset
Puckdoku NHL Grid: October 3 answers you need to know,Ice Hockey,2023-10-03,news_dataset
Abandoned golf courses are being reclaimed by nature,Golf,2023-10-28,news_dataset
Warhawk Volleyball Continues SBC Play at Southern Miss ...,Volleyball,2023-10-06,news_dataset
"'More fun, less intimidating' - How Angry Pablo is doing cycling ...",Cycling,2023-10-14,news_dataset
Breaking News: WSL Releases 2024 Championship Tour Surfing Schedule,Surfing,2023-09-23,news_dataset
Katikati wrestling: Local champs win big at national championships ...,Wrestling,2023-11-09,news_dataset
"No. 13 Women's Volleyball Beats Seton Hall, 3-1",Volleyball,2023-09-25,news_dataset
"Shaquille O'Neal announced as president of Reebok Basketball division, Allen Iverson named vice president",Basketball,2023-10-12,news_dataset
N.Korea reports winning taekwondo world championships | NHK ...,Tae Kwon Do,2023-09-19,news_dataset
"Horse racing tips: Salisbury, Warwick and Chelmsford – Thursday ...",Horse Racing,2023-10-04,news_dataset
Rugby League lineage continues in U17s,Rugby,2023-11-10,news_dataset
शहर के लिए गर्व: एशियाई पैरा खेलों में भारत का प्रतिनिधित्व करेंगी भारतीय ताइक्वांडो अंतर्राष्ट्रीय रेफरी श...,Tae Kwon Do,2023-10-07,news_dataset
Asian Games: Iran breaks table tennis medal drought with surprise run,Table Tennis,2023-10-28,news_dataset
"Best Amazon Prime Day cycling deals live blog, day 2: Huge Altura ...",Cycling,2023-10-15,news_dataset
Al Hamriyah Archery wins UAE Championship,Archery,2023-09-16,news_dataset
One change could take India to the football World Cup. Will they make it?,Football,2023-09-15,news_dataset
"Philadelphia Flyers vs Columbus Blue Jackets: Game Preview, Lines, Odds Predictions, & more",Ice Hockey,2023-10-12,news_dataset
Custom carbon manufacturer Parlee saved from closure by 'avid ...,Cycling,2023-10-05,news_dataset
"Local roundup: Fritz Genther, Ryan Proto named UMass Lowell’s baseball captains",Baseball,2023-11-25,news_dataset
Legendary Action Sports Media Company Worked On A Snowboard ...,Snowboarding,2023-09-20,news_dataset
World Cup Winner Lionel Messi Joins His Peer Aguero to Co-Own KRÜ Esports - The SportsRush,Esports,2023-11-08,news_dataset
"Global Snowboard Equipment Market by Business Development, Innovation and Top Companies Forecast 2023-2029",Snowboarding,2023-10-15,news_dataset
Why Charlotte is betting big on women's college basketball,Basketball,2023-11-10,news_dataset
Formula 1 to race in Austria until 2027 under new four-year deal,Formula1,2023-09-21,news_dataset
Iran finish in seventh place in 2022 Asian Games,Tae Kwon Do,2023-10-08,news_dataset
Inside the referees' 'HOLIDAY CAMP': Premier League's VAR HQ - with table tennis and a luxury gym - is slammed,Table Tennis,2023-11-26,news_dataset
Benefits and potential disadvantages of block training,Skiing,2023-09-26,news_dataset
Season Sweep Complete: #18 Volleyball Dominates Cats - Arizona ...,Athletics,2023-11-26,news_dataset
Where to Watch/Listen: Horse Racing Coverage Oct. 25-29,Horse Racing,2023-11-06,news_dataset
World Taekwondo and THF win prize for efforts to help refugees,Tae Kwon Do,2023-11-04,news_dataset
The million-dollar hustle changing US sport - how college football athletes are cashing in,American Football,2023-10-01,news_dataset
Why Norman’s top rebel golfers are desperate to play Australian Open,Golf,2023-11-06,news_dataset
Tarleton State Women's Golf hosts fundraising tournament,Golf,2023-09-23,news_dataset
"State Of College Baseball: Legislative, Rules Items That Are Being ...",Baseball,2023-10-04,news_dataset
'Novak Djokovic is paying all my tennis bills but I've lost more ATP matches than won',Tennis,2023-10-24,news_dataset
5 Times Dogs Loved to Surf - One Green Planet,Surfing,2023-09-21,news_dataset
"As Cricket World Cup fever grips India, bat manufacturers in J-K struggle to meet demand",Cricket,2023-09-29,news_dataset
Mint Explainer: Money rain at the Cricket World Cup | Mint,Cricket,2023-10-10,news_dataset
Waterland Joins Men's Swimming and Diving Coaching Staff ...,Swimming,2023-10-12,news_dataset
2023 World Taekwondo Championships in Baku: All final results ...,Tae Kwon Do,2023-10-04,news_dataset
This is how Team Engcon prepares for the Ski Classics Season XV,Skiing,2023-10-11,news_dataset
Aviva Stadium is set for tonight's American Football clash,American Football,2023-09-19,news_dataset
La sede mundial del taekwondo entrega diplomas a los ...,Tae Kwon Do,2023-11-03,news_dataset
"United Cup tennis 2023 dates, schedule draw, groups and teams ...",Tennis,2023-10-30,news_dataset
The maestro: The man who built the biggest match-fixing ring in tennis,Tennis,2023-09-25,news_dataset
Compound archery will continue to grow in India despite IOC rejection for LA 2028: AAI,Archery,2023-11-01,news_dataset
VideoWill Italy’s ice hockey arenas be completed before the Olympic Games begin?1:57,Sports,CNN,sports_politics_data
"Rugby World Cup awards: the best player, the best match – our verdicts",Rugby,2023-11-07,news_dataset
Police investigate brawl after Motherwell win,Sports,https://www.bbc.com/sport,historical_timeline_sports
No. 22 Crusaders battle to earn Ram-Crusader Cup victory at Fordham,Football,2023-10-30,news_dataset
“I feel more free” - Swiatek enjoying Beijing,Tennis,2023-10-07,news_dataset
Judge Balances Passions of Law and Horse Racing,Horse Racing,2023-11-01,news_dataset
Ski World Cup Preparations on Melting Glacier Raise Eyebrows,Snowboarding,2023-10-24,news_dataset
Canucks Training Camp Battles: Wingers,Ice Hockey,2023-09-17,news_dataset
"""Even Bruce Buffer was questioning"" - MMA world in outrage after ...",MMA,2023-11-12,news_dataset
Table Tennis: Quadri Aruna and teen prodigy Hana Goda clinch ...,Table Tennis,2023-10-04,news_dataset
“I Don’t Do Anything Sideways” Why Travis Pastrana Sucks At Snowboarding,Snowboarding,2023-10-10,news_dataset
Big 5 men’s basketball awards: CoBL names St. Joe’s Erik Reynolds preseason player of the year,Basketball,2023-09-27,news_dataset
Junior Performance Team vacancies,Badminton,2023-11-12,news_dataset
Horse racing notes: Abel Cedillo to test the winter in Kentucky,Horse Racing,2023-11-18,news_dataset
Formula 1 announces calendar for 2024,Formula1,2023-10-11,news_dataset
Spot 3 differences between the surfing picture in 6 seconds.,Surfing,2023-09-30,news_dataset
A comeback for the eSports club – The North Wind,Esports,2023-10-03,news_dataset
Birgu residents protest swimming ban; Transport ministry denies ...,Swimming,2023-10-30,news_dataset
Fencing Welcomes Nine Incoming Student-Athletes,Fencing,2023-09-15,news_dataset
"Sport Ministry support for jump rope, archery, and plus-size football ...",Archery,2023-09-16,news_dataset
"Recently-released WWE Superstar to step away from wrestling business and return to old job, believes Bin Hamin",Wrestling,2023-09-23,news_dataset
2023-24 Indiana basketball player profile: Trey Galloway,Basketball,2023-10-25,news_dataset
Marquette native Adam Hamari to umpire Major League Baseball ...,Baseball,2023-10-04,news_dataset
Gymnasts hit another obstacle as venue wait goes on,Gymnastics,2023-09-15,news_dataset
Hawkeyes ramp up plans for baseball stadium renovation,Baseball,2023-11-09,news_dataset
"Fantasy Baseball: 15 players to pick up for Championship Week, including Ryan Pepiot, Edward Cabrera",Baseball,2023-09-15,news_dataset
Manon Lloyd's 30-minute extended accelerations HIIT indoor cycling ...,Cycling,2023-10-28,news_dataset
"Man attacked with baseball bats, dies",Baseball,2023-10-25,news_dataset
Asian Games: India looking to end volleyball medal drought,Volleyball,2023-10-14,news_dataset
Hoosiers win it all in historic season0:43,Sports,CNN,sports_politics_data
Pritha lifts women's title at Late Pappu Haldankar Memorial Pune ...,Table Tennis,2023-11-12,news_dataset
VideoRunners brave –40°C marathon in Russia0:36,Sports,CNN,sports_politics_data
A Valorant esports team has disbanded despite winning crucial ...,Esports,2023-09-24,news_dataset
Read more on Newcastle stage late fightback to beat Brighton,Sports,https://www.bbc.com/sport,historical_timeline_sports
Bocock sisters set to make World Cup skiing debuts - ESPN,Skiing,2023-10-31,news_dataset
Bocock sisters set to make World Cup skiing debuts - ESPN,Skiing,2023-11-11,news_dataset
"Francis Lee: Former England, Manchester City and Bolton striker dies",Football,2023-10-03,news_dataset
VideoMiami Heat coach and players express support for Terry Rozier after arrest0:48,Sports,CNN,sports_politics_data
"Memphis basketball vs Jackson State: Score prediction, scouting ...",Basketball,2023-11-06,news_dataset
Indian Aces lose last match against UAE,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Why has it all gone wrong for England since the last men’s Rugby World Cup?,Rugby,2023-09-26,news_dataset
AlphaTauri CEO Bayer says team have selected new 'identity' for 2024,Formula1,2023-10-13,news_dataset
Oakridge HS ‘silent leader’ makes noise with esports program,Esports,2023-10-07,news_dataset
Wednesday TigerBlog - The 118 Year Old Baseball Uniform ...,Athletics,2023-09-27,news_dataset
10 Best Boxing Anime,Boxing,2023-10-10,news_dataset
North Scott volleyball wins 4A State Championship,Volleyball,2023-11-03,news_dataset
Beating the odds: An Ambassador's journey to baseball fueled by ...,Baseball,2023-11-08,news_dataset
Proteas keen on extending good year for sport in South Africa,Cricket,2023-11-04,news_dataset
New Zealand survive Samoa scare,Sports,https://www.bbc.com/sport,historical_timeline_sports
Taekwondo | Olympic Qualifier | Women's 49kg & 57kg & Men's ...,Tae Kwon Do,2023-11-01,news_dataset
Snowboarding Sensation Lindsay Jacobellis Reveals Untold Story ...,Snowboarding,2023-10-25,news_dataset
MW Volleyball Players of the Week – September 11 – Mountain ...,Volleyball,2023-09-17,news_dataset
‘All of Us are Freshmen’: Young Harvard Women's Ice Hockey ...,Ice Hockey,2023-11-12,news_dataset
POWER RANKINGS: One driver shines under the lights as the judges scores come in from Singapore,Formula1,2023-10-19,news_dataset
Kara Eaker announces departure from the University of Utah ...,Gymnastics,2023-11-18,news_dataset
Know Before You Go: Men's Ice Hockey vs. RPI,Ice Hockey,2023-11-07,news_dataset
5 observations and more from No. 21 Duke football's first half ...,Football,2023-09-17,news_dataset
"CM Punk Net Worth Revealed: From Owning a $2.2 Million Chicago Mansion To Raking In Millions in WWE, AEW, & MMA – Phillip Brooks’ Lavish Lifestyle Unveiled!",MMA,2023-10-07,news_dataset
Why F1 has to go big or go home with future sprint race tweaks,Formula1,2023-11-07,news_dataset
